Department,Department Name,Division,Gender,Base Salary,2019 Overtime Pay,2019 Longevity Pay,Grade
DOT,Department of Transportation,Parking Management Parking Operations,M,109761.00,0.00,2148.64,25
DOT,Department of Transportation,Transit Nicholson Ride On,M,109320.00,0.00,0.00,M3
DOT,Department of Transportation,Director Transportation Policy,M,187233.00,0.00,0.00,M1
DOT,Department of Transportation,Parking Management Engineering and Capital Project Management,M,62353.31,3979.81,0.00,19
DOT,Department of Transportation,Traffic Engineering and Operations Management Services,F,142037.88,0.00,0.00,M3
DOT,Department of Transportation,Highway Services,M,95236.00,28117.43,2150.40,22
DOT,Department of Transportation,Transportation Engineering Administration,F,75290.00,0.00,0.00,17
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,75290.00,1805.00,2211.04,17
DOT,Department of Transportation,Transportation Engineering Administration,M,167345.00,0.00,0.00,M2
DOT,Department of Transportation,Traffic Engineering Studies Section,M,90848.00,230.99,2666.56,21
DOT,Department of Transportation,Transportation Engineering Administration,F,167345.00,0.00,0.00,M2
DOT,Department of Transportation,Transit Fare Media,F,78902.00,0.00,4700.80,18
DOT,Department of Transportation,Highway Services,M,144751.00,0.00,0.00,M3
DOT,Department of Transportation,Transit Safety and Instruction,F,99852.00,395.09,1953.12,23
DOT,Department of Transportation,Transportation Management,M,123799.00,0.00,152.45,28
DOT,Department of Transportation,Transit Management Services,F,141566.00,0.00,0.00,M3
DOT,Department of Transportation,Parking Management Financial Management,F,109761.00,0.00,2148.64,25
DOT,Department of Transportation,Commuter Services,M,99852.00,0.00,2930.72,23
DOT,Department of Transportation,Transportation Planning and Design Section,M,144751.00,0.00,0.00,M3
DOT,Department of Transportation,Transportation Planning and Design Section,M,144751.00,0.00,0.00,M3
DOT,Department of Transportation,Highway Services,M,99852.00,10236.37,1953.12,23
DOT,Department of Transportation,Parking Management Parking Operations,F,109761.00,0.00,2148.64,25
DOT,Department of Transportation,Highway Services,F,62488.00,3086.86,1461.11,13
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,90848.00,20739.94,0.00,21
DOT,Department of Transportation,Sign and Marking Shop,M,56585.16,10538.58,0.00,14
DOT,Department of Transportation,Sign and Marking Shop,M,49462.56,2405.96,0.00,12
DOT,Department of Transportation,Highway Services,M,55640.24,13939.38,0.00,14
DOT,Department of Transportation,Transportation Engineering Division,M,107346.00,0.00,0.00,25
DOT,Department of Transportation,Liquor and Wine Delivery Operations,M,55268.74,7394.68,0.00,11
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575.00,27378.32,4085.12,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,75290.00,13038.75,4463.29,17
DOT,Department of Transportation,Highway Administration,M,85026.54,21584.09,0.00,22
DOT,Department of Transportation,Transit Nicholson Ride On,M,90848.00,0.00,0.00,21
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,67194.77,22089.38,0.00,15
DOT,Department of Transportation,Transit Central Communication,M,62924.54,5681.55,0.00,18
DOT,Department of Transportation,Transit Silver Spring Ride On,M,55269.68,11030.66,0.00,15
DOT,Department of Transportation,Transportation Planning and Design Section,F,126584.00,0.00,7540.00,28
DOT,Department of Transportation,Highway Services,M,68575.00,12853.56,4085.12,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,57205.72,22200.05,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,67194.77,13449.43,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,65128.56,464.30,0.00,17
DOT,Department of Transportation,Transit Central Communication,M,75312.02,3549.04,0.00,18
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,57204.12,10078.96,0.00,15
DOT,Department of Transportation,Highway Services,M,53555.00,22740.87,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,55269.68,15149.16,0.00,15
DOT,Department of Transportation,Transportation Management,M,72782.74,14739.81,0.00,19
DOT,Department of Transportation,Traffic Engineering Design and Operations,F,109761.00,270.96,0.00,25
DOT,Department of Transportation,Transportation Planning and Design Section,F,109761.00,0.00,6537.44,25
DOT,Department of Transportation,Transit COS Marketing,F,90848.00,791.98,2666.56,21
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,51955.00,622.81,1524.64,9
DOT,Department of Transportation,Transportation Planning and Design Section,F,126584.00,0.00,3714.88,28
DOT,Department of Transportation,Transportation Planning and Design Section,M,109761.00,0.00,0.00,25
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575.00,13641.15,619.52,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575.00,17261.53,1984.15,15
DOT,Department of Transportation,Highway Services,M,90848.00,46934.98,0.00,21
DOT,Department of Transportation,Highway Services,M,95880.19,5815.02,0.00,23
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,67066.00,2516.21,1571.20,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,57204.12,657.73,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,85104.38,8242.01,0.00,21
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575.00,25682.14,2013.44,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,20680.58,2013.44,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,67194.77,10331.21,0.00,15
DOT,Department of Transportation,Commuter Services,M,90848.00,0.00,0.00,21
DOT,Department of Transportation,Parking Management,F,75290.00,0.00,0.00,17
DOT,Department of Transportation,Transit Silver Spring Ride On,M,57754.34,27728.04,0.00,15
DOT,Department of Transportation,Transportation Technical Center,M,78902.00,15693.52,0.00,18
DOT,Department of Transportation,Transit Silver Spring Ride On,F,56786.85,832.84,0.00,15
DOT,Department of Transportation,Highway Services,M,65643.77,27496.30,0.00,18
DOT,Department of Transportation,Transit Nicholson Ride On,F,64977.05,19705.10,0.00,15
DOT,Department of Transportation,Transportation Technical Center,M,78902.00,16064.89,1246.56,18
DOT,Department of Transportation,Transportation Technical Center,M,86669.00,19325.28,5162.56,20
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,13636.97,0.00,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,55269.68,9087.38,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,90848.00,24087.42,0.00,21
DOT,Department of Transportation,Transit Nicholson Ride On,M,62469.42,14930.57,0.00,15
DOT,Department of Transportation,Parking Management Engineering and Capital Project Management,M,123381.72,0.00,0.00,28
DOT,Department of Transportation,Transit Silver Spring Ride On,M,42484.18,139.77,0.00,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,55269.68,3619.34,0.00,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,60063.78,8008.31,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,7881.58,4085.12,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,75290.00,12400.03,1955.92,17
DOT,Department of Transportation,Transit Nicholson Ride On,M,54053.48,4585.51,0.00,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,66249.52,752.77,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,57547.18,7427.83,0.00,15
DOT,Department of Transportation,Highway Services,M,57657.59,12200.08,0.00,15
DOT,Department of Transportation,Highway Administration,M,63423.48,10912.17,0.00,19
DOT,Department of Transportation,Transit Nicholson Ride On,M,90848.00,2280.65,0.00,21
DOT,Department of Transportation,Transit Nicholson Ride On,M,57754.34,1467.51,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,51593.70,30090.63,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,57204.12,37878.60,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,57205.72,2104.05,0.00,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,64978.47,4430.31,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,70811.37,2557.68,0.00,17
DOT,Department of Transportation,Transit COS Passenger Facilities,M,78902.00,1057.35,0.00,18
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.80,6729.09,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,8201.17,2013.44,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,66106.54,3429.11,0.00,17
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,69766.37,8700.63,0.00,17
DOT,Department of Transportation,Traffic Engineering Studies Section,M,109761.00,0.00,0.00,25
DOT,Department of Transportation,Transit Silver Spring Ride On,M,75290.00,2169.02,4462.92,17
DOT,Department of Transportation,Highway Services,M,68575.00,48591.87,4085.12,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,3639.97,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,75290.00,5496.89,2211.04,17
DOT,Department of Transportation,Director Management Services,F,118047.00,0.00,3457.00,27
DOT,Department of Transportation,Highway Services,M,78902.00,25574.66,2356.80,18
DOT,Department of Transportation,Highway Services,M,55706.59,23589.17,0.00,15
DOT,Department of Transportation,Highway Services,M,65464.00,24687.57,3900.00,14
DOT,Department of Transportation,Highway Services,M,67066.00,15342.10,2985.28,15
DOT,Department of Transportation,Highway Services,M,68575.00,10959.76,2013.44,15
DOT,Department of Transportation,Highway Services,M,78902.00,22081.00,1543.36,18
DOT,Department of Transportation,Transit Nicholson Ride On,F,68575.00,14924.77,4084.40,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,68575.00,20536.58,4085.12,15
DOT,Department of Transportation,Highway Services,M,75912.94,18048.46,0.00,18
DOT,Department of Transportation,Transportation Planning and Design Section,M,104680.00,0.00,0.00,24
DOT,Department of Transportation,Highway Services,M,56835.18,11033.73,0.00,14
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575.00,7728.84,4085.12,15
DOT,Department of Transportation,Transit Nicholson Ride On,F,68575.00,14268.45,0.00,15
DOT,Department of Transportation,Director Transportation Policy,M,167345.00,0.00,0.00,M2
DOT,Department of Transportation,Transit Special Transportation and Medicaid,M,87547.21,0.00,0.00,23
DOT,Department of Transportation,Highway Services,M,55269.68,20019.00,0.00,14
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,9825.42,2013.44,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575.00,302.43,2013.44,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,67066.00,0.00,157.12,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,55269.68,8327.64,0.00,15
DOT,Department of Transportation,Transit Central Communication,M,128051.01,0.00,0.00,M3
DOT,Department of Transportation,Transit Silver Spring Ride On,M,60096.80,4520.35,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,73633.00,84.51,1789.48,17
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,55269.68,6844.25,0.00,15
DOT,Department of Transportation,Transportation Construction Section,M,104680.00,0.00,2048.80,24
DOT,Department of Transportation,Transit Nicholson Ride On,M,51483.86,2087.53,0.00,9
DOT,Department of Transportation,Highway Services,M,54911.98,17153.19,0.00,14
DOT,Department of Transportation,Transit Central Communication,M,78902.00,8855.08,1543.36,18
DOT,Department of Transportation,Transit Nicholson Ride On,M,55269.68,3934.37,0.00,15
DOT,Department of Transportation,Traffic Engineering Studies Section,F,77646.68,0.00,0.00,23
DOT,Department of Transportation,Sign and Marking Shop,M,79537.27,0.00,0.00,19
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575.00,12979.98,2013.44,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,65339.63,13671.60,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575.00,8535.79,1495.52,15
DOT,Department of Transportation,Traffic Engineering Studies Section,M,78902.00,4758.16,0.00,18
DOT,Department of Transportation,Parking Management Engineering and Capital Project Management,M,78902.00,2003.40,0.00,18
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575.00,11761.56,2013.44,15
DOT,Department of Transportation,Transit Operations and Planning,M,144751.00,0.00,0.00,M3
DOT,Department of Transportation,Transportation Construction Section,M,99852.00,27756.36,5948.80,23
DOT,Department of Transportation,Transit Silver Spring Ride On,M,55269.68,36206.04,0.00,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,55269.68,38274.65,0.00,15
DOT,Department of Transportation,Highway Services,M,71852.00,16585.66,4280.64,16
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,70271.00,1908.67,3128.16,13
DOT,Department of Transportation,Highway Services,F,63018.07,6252.09,0.00,14
DOT,Department of Transportation,Parking Management Parking Operations,M,68575.00,307.87,4085.12,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,57205.72,1550.45,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,69766.37,14717.04,0.00,17
DOT,Department of Transportation,Transit Safety and Instruction,M,85104.81,10624.47,0.00,21
DOT,Department of Transportation,Transit Silver Spring Ride On,M,55269.69,20534.11,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,55269.68,0.00,0.00,15
DOT,Department of Transportation,Highway Services,M,90848.00,29149.33,1778.40,21
DOT,Department of Transportation,Transit Services Information Technology,M,115099.00,243.54,0.00,26
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,57204.12,6804.11,0.00,15
DOT,Department of Transportation,Transit Central Communication,M,78902.00,340.60,1543.36,18
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,13199.51,0.00,15
DOT,Department of Transportation,Transportation Construction Section,M,99852.00,17677.08,0.00,23
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,60796.65,9368.80,0.00,17
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,67194.77,5798.93,0.00,15
DOT,Department of Transportation,Transportation Management,M,99852.00,39759.99,1953.12,23
DOT,Department of Transportation,Highway Services,M,68575.00,22859.19,4085.12,15
DOT,Department of Transportation,Highway Services,M,78902.00,37151.69,1543.36,18
DOT,Department of Transportation,Transportation Property Acquisition Section,M,144751.00,0.00,0.00,M3
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,61315.50,216.89,0.00,9
DOT,Department of Transportation,Transportation Planning and Design Section,M,123826.07,0.00,0.00,M3
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575.00,34214.72,2013.44,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,67197.74,16698.74,0.00,15
DOT,Department of Transportation,Highway Administration,M,82336.03,18319.57,0.00,22
DOT,Department of Transportation,Highway Services,M,62786.02,19206.03,0.00,14
DOT,Department of Transportation,Transit Nicholson Ride On,M,55269.68,24903.36,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,65751.00,0.00,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,90848.00,3072.49,0.00,21
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,4319.92,4068.41,15
DOT,Department of Transportation,Highway Services,M,167345.00,0.00,0.00,M2
DOT,Department of Transportation,Highway Services,M,63932.01,20716.16,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,62248.26,23999.75,0.00,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,57204.12,3023.36,0.00,15
DOT,Department of Transportation,Highway Services,M,65464.00,7704.28,1921.92,14
DOT,Department of Transportation,Transportation Construction Section,F,123258.10,0.00,0.00,M3
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,43439.52,3257.22,0.00,15
DOT,Department of Transportation,Highway Services,M,63160.31,12168.49,0.00,14
DOT,Department of Transportation,Highway Services,M,97651.01,48099.00,0.00,24
DOT,Department of Transportation,Transit Silver Spring Ride On,M,57205.72,7142.01,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,21176.76,77.44,15
DOT,Department of Transportation,Highway Services,M,68575.00,12526.99,0.00,15
DOT,Department of Transportation,Highway Administration,M,63423.34,14629.96,0.00,19
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575.00,17906.02,2013.45,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,68575.00,1942.47,2013.93,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,68575.00,26554.48,2013.44,15
DOT,Department of Transportation,Transportation Planning and Design Section,F,126584.00,0.00,3714.88,28
DOT,Department of Transportation,Highway Services,M,68575.00,25082.98,2013.44,15
DOT,Department of Transportation,Transportation Technical Center,M,99852.00,22706.92,0.00,23
DOT,Department of Transportation,Highway Services,M,59676.92,24597.58,0.00,15
DOT,Department of Transportation,Highway Services,M,43439.52,9068.91,0.00,11
DOT,Department of Transportation,Highway Services,M,78902.00,32270.07,1543.36,18
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,90848.00,21432.30,1767.84,21
DOT,Department of Transportation,Highway Services,M,54911.99,19009.18,0.00,14
DOT,Department of Transportation,Transit Silver Spring Ride On,M,64977.05,5422.78,0.00,15
DOT,Department of Transportation,Highway Services,M,100370.00,0.00,0.00,21
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,68575.00,7972.54,2011.04,15
DOT,Department of Transportation,Highway Services,M,60887.62,19350.73,0.00,14
DOT,Department of Transportation,Traffic Engineering Studies Section,M,109761.00,0.00,0.00,25
DOT,Department of Transportation,Transit Safety and Instruction,M,88083.04,7378.73,0.00,21
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,21843.38,2013.45,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,55269.68,27792.81,0.00,15
DOT,Department of Transportation,Transit Nicholson Ride On,F,68575.00,17225.90,2013.44,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,58064.54,3015.39,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,85104.38,12440.79,0.00,21
DOT,Department of Transportation,Transit Silver Spring Ride On,M,56786.86,7888.62,0.00,15
DOT,Department of Transportation,Highway Services,M,71852.00,30027.46,973.44,16
DOT,Department of Transportation,Highway Services,M,78902.00,17085.83,1543.36,18
DOT,Department of Transportation,Highway Services,M,59675.73,15575.30,0.00,15
DOT,Department of Transportation,Highway Services,M,66167.59,11687.98,0.00,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,51955.00,8373.60,0.00,9
DOT,Department of Transportation,Transit Silver Spring Ride On,M,65341.12,43296.26,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,75290.00,1312.68,2211.04,17
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,4435.88,4006.63,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,67196.24,14086.51,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,55269.68,22812.58,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,57205.72,11914.01,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,68575.00,11946.63,2013.44,15
DOT,Department of Transportation,Sign and Marking Shop,M,70798.95,9728.89,1834.56,17
DOT,Department of Transportation,Highway Services,M,90756.93,39782.42,0.00,21
DOT,Department of Transportation,Transit Silver Spring Ride On,M,57205.72,10541.62,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,17494.12,4085.14,15
DOT,Department of Transportation,Highway Services,M,62768.00,0.00,0.00,14
DOT,Department of Transportation,Transportation Management,M,68575.00,7928.01,4071.38,15
DOT,Department of Transportation,Highway Services,M,54911.97,15107.09,0.00,14
DOT,Department of Transportation,Parking Management Parking Operations,M,67893.70,0.00,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,67066.00,0.00,0.00,15
DOT,Department of Transportation,Highway Services,M,64711.50,14166.89,0.00,16
DOT,Department of Transportation,Transit Silver Spring Ride On,M,57204.12,18032.17,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,19688.87,4085.12,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575.00,20253.32,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575.00,13706.45,0.00,15
DOT,Department of Transportation,Highway Services,M,71852.00,20998.80,2061.28,16
DOT,Department of Transportation,Transit Nicholson Ride On,M,62198.71,4878.22,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575.00,13078.54,2005.70,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,2980.37,0.00,15
DOT,Department of Transportation,Highway Services,M,66170.19,12332.75,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,1532.47,2013.44,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,67197.74,48348.01,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,90848.00,544.64,0.00,21
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,68575.00,14582.43,2013.44,15
DOT,Department of Transportation,Highway Services,M,63018.07,15300.74,0.00,14
DOT,Department of Transportation,Highway Services,M,68575.00,18955.52,2013.44,15
DOT,Department of Transportation,Highway Services,M,88767.71,39622.09,0.00,21
DOT,Department of Transportation,Highway Services,M,61765.61,14000.59,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,21726.42,2013.44,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,14782.84,77.44,15
DOT,Department of Transportation,Highway Services,M,63932.94,15665.07,0.00,15
DOT,Department of Transportation,Transit Special Transportation and Medicaid,F,63897.02,0.00,0.00,16
DOT,Department of Transportation,Highway Services,M,71852.00,25564.04,4280.64,16
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,13780.92,774.40,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,73633.00,1183.12,4010.16,17
DOT,Department of Transportation,Transit Silver Spring Ride On,M,65339.63,15515.23,0.00,15
DOT,Department of Transportation,Traffic Engineering Studies Section,M,76601.75,696.90,0.00,18
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,64909.54,7984.47,0.00,15
DOT,Department of Transportation,Traffic Engineering Studies Section,M,84434.88,0.00,0.00,16
DOT,Department of Transportation,Parking Management Parking Operations,F,49107.52,0.00,0.00,11
DOT,Department of Transportation,Transit Nicholson Ride On,M,90848.00,4115.99,0.00,21
DOT,Department of Transportation,Highway Services,M,78902.00,36870.58,652.96,18
DOT,Department of Transportation,Highway Services,M,68575.00,11845.41,929.28,15
DOT,Department of Transportation,Highway Services,M,71852.00,33299.48,4113.60,16
DOT,Department of Transportation,Transit Nicholson Ride On,M,57205.72,38685.37,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,84762.00,583.64,4169.76,19
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,55269.68,33495.92,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,55268.75,12803.10,0.00,15
DOT,Department of Transportation,Highway Services,M,78902.00,19668.58,1543.36,18
DOT,Department of Transportation,Highway Services,M,65464.00,12626.39,1921.92,14
DOT,Department of Transportation,Transit Central Communication,M,70814.05,3741.77,0.00,18
DOT,Department of Transportation,Highway Administration,M,59205.07,28158.71,0.00,18
DOT,Department of Transportation,Highway Services,M,78902.00,34098.61,652.96,18
DOT,Department of Transportation,Transit Nicholson Ride On,M,55269.68,8699.99,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,60096.81,8042.54,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,57205.72,12317.62,0.00,15
DOT,Department of Transportation,Highway Services,M,81225.52,57402.53,0.00,21
DOT,Department of Transportation,Highway Services,M,67942.19,33024.93,0.00,18
DOT,Department of Transportation,Transportation Technical Center,M,99852.00,34191.47,0.00,23
DOT,Department of Transportation,Parking Management,F,71852.00,52.20,2109.12,16
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,65341.12,2837.60,0.00,15
DOT,Department of Transportation,Transportation Management,M,116523.82,28689.53,4576.00,28
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,28039.95,2013.44,15
DOT,Department of Transportation,Highway Services,M,71852.00,27418.80,4280.64,16
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575.00,8406.11,2013.44,15
DOT,Department of Transportation,Highway Services,M,58359.28,13937.22,0.00,16
DOT,Department of Transportation,Highway Services,M,53053.88,16945.08,0.00,14
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,55269.68,7277.86,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,61278.81,8815.09,0.00,15
DOT,Department of Transportation,Transit Central Communication,M,61677.77,5217.05,0.00,18
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,3596.24,4085.11,15
DOT,Department of Transportation,Director Management Services,F,78902.00,962.17,1157.52,18
DOT,Department of Transportation,Transit Silver Spring Ride On,M,46339.78,0.00,0.00,9
DOT,Department of Transportation,Transit Silver Spring Ride On,M,57204.12,8721.39,0.00,15
DOT,Department of Transportation,Highway Services,M,68545.98,30010.35,0.00,15
DOT,Department of Transportation,Highway Services,M,90848.00,59044.37,1773.12,21
DOT,Department of Transportation,Highway Services,M,90848.00,38754.94,1679.68,21
DOT,Department of Transportation,Highway Services,M,84543.44,46474.90,0.00,21
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,17211.77,2013.44,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,9444.33,4085.12,15
DOT,Department of Transportation,Transportation Planning and Design Section,M,104680.00,0.00,866.80,24
DOT,Department of Transportation,Highway Services,M,77166.00,1929.95,94.98,16
DOT,Department of Transportation,Highway Services,M,68575.00,18355.20,0.00,15
DOT,Department of Transportation,Highway Services,M,78902.00,17823.78,1543.36,18
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,55269.68,13954.43,0.00,15
DOT,Department of Transportation,Transportation Technical Center,M,56000.00,0.00,0.00,13
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575.00,18644.10,4085.12,15
DOT,Department of Transportation,DS MCCF Unit 3 Security,F,97960.84,1535.96,3362.63,18
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,62198.69,12790.41,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,65341.12,9206.91,0.00,15
DOT,Department of Transportation,Highway Services,M,64023.00,10066.03,2865.00,14
DOT,Department of Transportation,Highway Services,M,51955.00,18329.32,3095.04,9
DOT,Department of Transportation,Transit Nicholson Ride On,M,55269.68,8992.76,0.00,15
DOT,Department of Transportation,Highway Services,M,59930.16,19492.20,0.00,14
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,22866.52,2013.44,15
DOT,Department of Transportation,Transportation Construction Section,M,99852.00,16332.37,2818.00,23
DOT,Department of Transportation,Transit Silver Spring Ride On,M,68575.00,12539.16,2013.44,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,60796.65,11813.54,0.00,17
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68520.19,21499.21,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,68575.00,26799.92,2013.44,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,68575.00,1465.41,3921.33,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,43258.01,0.00,0.00,9
DOT,Department of Transportation,Highway Services,M,77166.00,17823.72,860.72,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,55269.68,6930.37,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,73914.22,7958.39,0.00,17
DOT,Department of Transportation,Transit Silver Spring Ride On,F,68575.00,25130.12,3943.98,15
DOT,Department of Transportation,Highway Administration,M,95236.00,6983.29,5674.24,22
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,90848.00,23795.36,0.00,21
DOT,Department of Transportation,Transit Nicholson Ride On,M,90848.00,11535.06,0.00,21
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,68575.00,2133.27,1956.41,15
DOT,Department of Transportation,Highway Services,M,53398.75,10049.68,0.00,14
DOT,Department of Transportation,Highway Services,M,65464.00,21017.65,665.28,14
